OrderID,Stage,Location,StageStart,StageEnd
1009,WH_SUB,K1,2024-01-29 05:00:00,2024-02-01 03:00:00
1009,Delivery,Customer,2024-02-01 03:00:00,2024-02-03 19:00:00
1010,Receive,N/A,2024-01-14 08:00:00,2024-01-14 13:00:00
1010,WH_MAIN,WH_MAIN,2024-01-14 13:00:00,2024-01-14 22:00:00
1010,WH_SUB,K1,2024-01-14 22:00:00,2024-01-15 23:00:00
1010,Delivery,Customer,2024-01-15 23:00:00,2024-01-19 16:00:00
1011,Receive,N/A,2024-01-11 08:00:00,2024-01-11 13:00:00
1011,WH_MAIN,WH_MAIN,2024-01-11 13:00:00,2024-01-11 20:00:00
1011,WH_SUB,K2,2024-01-11 20:00:00,2024-01-13 21:00:00
1011,Delivery,Customer,2024-01-13 21:00:00,2024-01-16 06:00:00
1012,Receive,N/A,2024-01-21 08:00:00,2024-01-21 13:00:00
1012,WH_MAIN,WH_MAIN,2024-01-21 13:00:00,2024-01-22 02:00:00
1012,WH_SUB,K2,2024-01-22 02:00:00,2024-01-23 15:00:00
1012,Delivery,Customer,2024-01-23 15:00:00,2024-01-27 06:00:00
1013,Receive,N/A,2024-01-01 08:00:00,2024-01-01 14:00:00
1013,WH_MAIN,WH_MAIN,2024-01-01 14:00:00,2024-01-01 21:00:00
1013,WH_SUB,K4,2024-01-01 21:00:00,2024-01-04 19:00:00
1013,Delivery,Customer,2024-01-04 19:00:00,2024-01-07 20:00:00
1014,Receive,N/A,2024-01-06 08:00:00,2024-01-06 18:00:00
1014,WH_MAIN,WH_MAIN,2024-01-06 18:00:00,2024-01-07 11:00:00
1014,WH_SUB,K1,2024-01-07 11:00:00,2024-01-10 07:00:00
1014,Delivery,Customer,2024-01-10 07:00:00,2024-01-12 21:00:00
1015,Receive,N/A,2024-01-05 08:00:00,2024-01-05 10:00:00
1015,WH_MAIN,WH_MAIN,2024-01-05 10:00:00,2024-01-06 00:00:00
1015,WH_SUB,K4,2024-01-06 00:00:00,2024-01-07 00:00:00
1015,Delivery,Customer,2024-01-07 00:00:00,2024-01-09 23:00:00
1016,Receive,N/A,2024-01-11 08:00:00,2024-01-11 12:00:00
1016,WH_MAIN,WH_MAIN,2024-01-11 12:00:00,2024-01-11 20:00:00
1016,WH_SUB,K3,2024-01-11 20:00:00,2024-01-14 06:00:00
1016,Delivery,Customer,2024-01-14 06:00:00,2024-01-16 10:00:00
1017,Receive,N/A,2024-01-27 08:00:00,2024-01-27 16:00:00
1017,WH_MAIN,WH_MAIN,2024-01-27 16:00:00,2024-01-28 09:00:00
1017,WH_SUB,K3,2024-01-28 09:00:00,2024-01-29 17:00:00
1017,Delivery,Customer,2024-01-29 17:00:00,2024-02-02 02:00:00
1018,Receive,N/A,2024-01-28 08:00:00,2024-01-28 10:00:00
1018,WH_MAIN,WH_MAIN,2024-01-28 10:00:00,2024-01-28 22:00:00
1018,WH_SUB,K1,2024-01-28 22:00:00,2024-01-30 21:00:00
1018,Delivery,Customer,2024-01-30 21:00:00,2024-02-03 16:00:00
1019,Receive,N/A,2024-01-19 08:00:00,2024-01-19 17:00:00
1019,WH_MAIN,WH_MAIN,2024-01-19 17:00:00,2024-01-20 01:00:00
1019,WH_SUB,K1,2024-01-20 01:00:00,2024-01-21 01:00:00
1019,Delivery,Customer,2024-01-21 01:00:00,2024-01-24 23:00:00
1020,Receive,N/A,2024-01-20 08:00:00,2024-01-20 12:00:00
1020,WH_MAIN,WH_MAIN,2024-01-20 12:00:00,2024-01-21 03:00:00
1020,WH_SUB,K3,2024-01-21 03:00:00,2024-01-22 16:00:00
1020,Delivery,Customer,2024-01-22 16:00:00,2024-01-25 00:00:00
1021,Receive,N/A,2024-01-04 08:00:00,2024-01-04 12:00:00
1021,WH_MAIN,WH_MAIN,2024-01-04 12:00:00,2024-01-05 00:00:00
1021,WH_SUB,K1,2024-01-05 00:00:00,2024-01-08 00:00:00
1021,Delivery,Customer,2024-01-08 00:00:00,2024-01-11 07:00:00
1022,Receive,N/A,2024-01-06 08:00:00,2024-01-06 13:00:00
1022,WH_MAIN,WH_MAIN,2024-01-06 13:00:00,2024-01-07 01:00:00
1022,WH_SUB,K1,2024-01-07 01:00:00,2024-01-09 15:00:00
1022,Delivery,Customer,2024-01-09 15:00:00,2024-01-13 09:00:00
1023,Receive,N/A,2024-01-11 08:00:00,2024-01-11 13:00:00
1023,WH_MAIN,WH_MAIN,2024-01-11 13:00:00,2024-01-12 01:00:00
1023,WH_SUB,K3,2024-01-12 01:00:00,2024-01-13 22:00:00
1023,Delivery,Customer,2024-01-13 22:00:00,2024-01-17 15:00:00
1024,Receive,N/A,2024-01-18 08:00:00,2024-01-18 18:00:00
1024,WH_MAIN,WH_MAIN,2024-01-18 18:00:00,2024-01-19 11:00:00
1024,WH_SUB,K2,2024-01-19 11:00:00,2024-01-21 14:00:00
1024,Delivery,Customer,2024-01-21 14:00:00,2024-01-24 09:00:00
1025,Receive,N/A,2024-01-04 08:00:00,2024-01-04 16:00:00
1025,WH_MAIN,WH_MAIN,2024-01-04 16:00:00,2024-01-05 04:00:00
1025,WH_SUB,K3,2024-01-05 04:00:00,2024-01-07 12:00:00
1025,Delivery,Customer,2024-01-07 12:00:00,2024-01-10 14:00:00
1026,Receive,N/A,2024-01-04 08:00:00,2024-01-04 18:00:00
1026,WH_MAIN,WH_MAIN,2024-01-04 18:00:00,2024-01-05 08:00:00
1026,WH_SUB,K2,2024-01-05 08:00:00,2024-01-06 10:00:00
1026,Delivery,Customer,2024-01-06 10:00:00,2024-01-08 17:00:00
1027,Receive,N/A,2024-01-25 08:00:00,2024-01-25 18:00:00
1027,WH_MAIN,WH_MAIN,2024-01-25 18:00:00,2024-01-26 00:00:00
1027,WH_SUB,K3,2024-01-26 00:00:00,2024-01-28 17:00:00
1027,Delivery,Customer,2024-01-28 17:00:00,2024-01-31 07:00:00
1028,Receive,N/A,2024-01-11 08:00:00,2024-01-11 15:00:00
1028,WH_MAIN,WH_MAIN,2024-01-11 15:00:00,2024-01-12 04:00:00
1028,WH_SUB,K4,2024-01-12 04:00:00,2024-01-14 20:00:00
1028,Delivery,Customer,2024-01-14 20:00:00,2024-01-18 20:00:00
1029,Receive,N/A,2024-01-10 08:00:00,2024-01-10 13:00:00
1029,WH_MAIN,WH_MAIN,2024-01-10 13:00:00,2024-01-11 01:00:00
1029,WH_SUB,K2,2024-01-11 01:00:00,2024-01-12 03:00:00
1029,Delivery,Customer,2024-01-12 03:00:00,2024-01-16 03:00:00
1030,Receive,N/A,2024-01-04 08:00:00,2024-01-04 17:00:00
1030,WH_MAIN,WH_MAIN,2024-01-04 17:00:00,2024-01-04 23:00:00
1030,WH_SUB,K3,2024-01-04 23:00:00,2024-01-06 00:00:00
1030,Delivery,Customer,2024-01-06 00:00:00,2024-01-08 22:00:00
1031,Receive,N/A,2024-01-25 08:00:00,2024-01-25 14:00:00
1031,WH_MAIN,WH_MAIN,2024-01-25 14:00:00,2024-01-25 20:00:00
1031,WH_SUB,K2,2024-01-25 20:00:00,2024-01-27 14:00:00
1031,Delivery,Customer,2024-01-27 14:00:00,2024-01-31 09:00:00
1032,Receive,N/A,2024-01-21 08:00:00,2024-01-21 15:00:00
1032,WH_MAIN,WH_MAIN,2024-01-21 15:00:00,2024-01-22 00:00:00
1032,WH_SUB,K2,2024-01-22 00:00:00,2024-01-23 10:00:00
1032,Delivery,Customer,2024-01-23 10:00:00,2024-01-26 02:00:00
1033,Receive,N/A,2024-01-22 08:00:00,2024-01-22 15:00:00
1033,WH_MAIN,WH_MAIN,2024-01-22 15:00:00,2024-01-23 00:00:00
1033,WH_SUB,K1,2024-01-23 00:00:00,2024-01-25 09:00:00
1033,Delivery,Customer,2024-01-25 09:00:00,2024-01-27 19:00:00
1034,Receive,N/A,2024-01-15 08:00:00,2024-01-15 10:00:00
1034,WH_MAIN,WH_MAIN,2024-01-15 10:00:00,2024-01-16 02:00:00
1034,WH_SUB,K3,2024-01-16 02:00:00,2024-01-17 07:00:00
1034,Delivery,Customer,2024-01-17 07:00:00,2024-01-19 09:00:00
1035,Receive,N/A,2024-01-24 08:00:00,2024-01-24 13:00:00
1035,WH_MAIN,WH_MAIN,2024-01-24 13:00:00,2024-01-24 22:00:00
1035,WH_SUB,K4,2024-01-24 22:00:00,2024-01-26 16:00:00
1035,Delivery,Customer,2024-01-26 16:00:00,2024-01-29 10:00:00
1036,Receive,N/A,2024-01-20 08:00:00,2024-01-20 13:00:00
1036,WH_MAIN,WH_MAIN,2024-01-20 13:00:00,2024-01-20 22:00:00
1036,WH_SUB,K1,2024-01-20 22:00:00,2024-01-23 14:00:00
1036,Delivery,Customer,2024-01-23 14:00:00,2024-01-27 04:00:00
1037,Receive,N/A,2024-01-10 08:00:00,2024-01-10 11:00:00
1037,WH_MAIN,WH_MAIN,2024-01-10 11:00:00,2024-01-11 03:00:00
1037,WH_SUB,K4,2024-01-11 03:00:00,2024-01-13 03:00:00
1037,Delivery,Customer,2024-01-13 03:00:00,2024-01-16 09:00:00
1038,Receive,N/A,2024-01-04 08:00:00,2024-01-04 12:00:00
1038,WH_MAIN,WH_MAIN,2024-01-04 12:00:00,2024-01-05 03:00:00
1038,WH_SUB,K2,2024-01-05 03:00:00,2024-01-08 02:00:00
1038,Delivery,Customer,2024-01-08 02:00:00,2024-01-12 02:00:00
1039,Receive,N/A,2024-01-12 08:00:00,2024-01-12 11:00:00
1040,Receive,N/A,2024-01-09 08:00:00,2024-01-09 14:00:00
1040,WH_MAIN,WH_MAIN,2024-01-09 14:00:00,2024-01-10 06:00:00
1040,WH_SUB,K1,2024-01-10 06:00:00,2024-01-11 14:00:00
1040,Delivery,Customer,2024-01-11 14:00:00,2024-01-14 08:00:00
1041,Receive,N/A,2024-01-29 08:00:00,2024-01-29 12:00:00
1041,WH_MAIN,WH_MAIN,2024-01-29 12:00:00,2024-01-29 23:00:00
1041,WH_SUB,K1,2024-01-29 23:00:00,2024-02-01 07:00:00
1041,Delivery,Customer,2024-02-01 07:00:00,2024-02-03 17:00:00
1042,Receive,N/A,2024-01-18 08:00:00,2024-01-18 10:00:00
1042,WH_MAIN,WH_MAIN,2024-01-18 10:00:00,2024-01-18 21:00:00
1042,WH_SUB,K3,2024-01-18 21:00:00,2024-01-21 12:00:00
1042,Delivery,Customer,2024-01-21 12:00:00,2024-01-24 22:00:00
1043,Receive,N/A,2024-01-18 08:00:00,2024-01-18 18:00:00
1043,WH_MAIN,WH_MAIN,2024-01-18 18:00:00,2024-01-19 12:00:00
1043,WH_SUB,K1,2024-01-19 12:00:00,2024-01-21 05:00:00
1043,Delivery,Customer,2024-01-21 05:00:00,2024-01-23 22:00:00
1044,Receive,N/A,2024-01-08 08:00:00,2024-01-08 11:00:00
1044,WH_MAIN,WH_MAIN,2024-01-08 11:00:00,2024-01-09 05:00:00
1044,WH_SUB,K1,2024-01-09 05:00:00,2024-01-11 16:00:00
1044,Delivery,Customer,2024-01-11 16:00:00,2024-01-15 00:00:00
1045,Receive,N/A,2024-01-30 08:00:00,2024-01-30 14:00:00
1045,WH_MAIN,WH_MAIN,2024-01-30 14:00:00,2024-01-31 03:00:00
1045,WH_SUB,K4,2024-01-31 03:00:00,2024-02-01 10:00:00
1045,Delivery,Customer,2024-02-01 10:00:00,2024-02-04 02:00:00
1046,Receive,N/A,2024-01-26 08:00:00,2024-01-26 10:00:00
1046,WH_MAIN,WH_MAIN,2024-01-26 10:00:00,2024-01-27 02:00:00
1046,WH_SUB,K1,2024-01-27 02:00:00,2024-01-28 23:00:00
1046,Delivery,Customer,2024-01-28 23:00:00,2024-02-01 20:00:00
1047,Receive,N/A,2024-01-03 08:00:00,2024-01-03 15:00:00
1048,Receive,N/A,2024-01-17 08:00:00,2024-01-17 12:00:00
1048,WH_MAIN,WH_MAIN,2024-01-17 12:00:00,2024-01-18 04:00:00
1048,WH_SUB,K3,2024-01-18 04:00:00,2024-01-20 06:00:00
1048,Delivery,Customer,2024-01-20 06:00:00,2024-01-23 11:00:00
1049,Receive,N/A,2024-01-22 08:00:00,2024-01-22 10:00:00
1049,WH_MAIN,WH_MAIN,2024-01-22 10:00:00,2024-01-22 16:00:00
1049,WH_SUB,K2,2024-01-22 16:00:00,2024-01-23 20:00:00
1049,Delivery,Customer,2024-01-23 20:00:00,2024-01-27 19:00:00
1050,Receive,N/A,2024-01-10 08:00:00,2024-01-10 12:00:00
1050,WH_MAIN,WH_MAIN,2024-01-10 12:00:00,2024-01-10 18:00:00
1050,WH_SUB,K4,2024-01-10 18:00:00,2024-01-12 10:00:00
1051,Receive,N/A,2024-01-26 08:00:00,2024-01-26 14:00:00
1051,WH_MAIN,WH_MAIN,2024-01-26 14:00:00,2024-01-27 07:00:00
1051,WH_SUB,K2,2024-01-27 07:00:00,2024-01-29 23:00:00
1052,Receive,N/A,2024-01-31 08:00:00,2024-01-31 10:00:00
1052,WH_MAIN,WH_MAIN,2024-01-31 10:00:00,2024-01-31 18:00:00
1052,WH_SUB,K2,2024-01-31 18:00:00,2024-02-03 02:00:00
1052,Delivery,Customer,2024-02-03 02:00:00,2024-02-05 22:00:00
1053,Receive,N/A,2024-01-07 08:00:00,2024-01-07 16:00:00
1053,WH_MAIN,WH_MAIN,2024-01-07 16:00:00,2024-01-08 00:00:00
1053,WH_SUB,K3,2024-01-08 00:00:00,2024-01-09 17:00:00
1053,Delivery,Customer,2024-01-09 17:00:00,2024-01-12 23:00:00
1054,Receive,N/A,2024-01-30 08:00:00,2024-01-30 15:00:00
1054,WH_MAIN,WH_MAIN,2024-01-30 15:00:00,2024-01-31 04:00:00
1054,WH_SUB,K4,2024-01-31 04:00:00,2024-02-03 01:00:00
1054,Delivery,Customer,2024-02-03 01:00:00,2024-02-06 08:00:00
1055,Receive,N/A,2024-01-14 08:00:00,2024-01-14 15:00:00
1055,WH_MAIN,WH_MAIN,2024-01-14 15:00:00,2024-01-15 07:00:00
1055,WH_SUB,K3,2024-01-15 07:00:00,2024-01-18 00:00:00
1055,Delivery,Customer,2024-01-18 00:00:00,2024-01-20 16:00:00
1056,Receive,N/A,2024-01-01 08:00:00,2024-01-01 17:00:00
1056,WH_MAIN,WH_MAIN,2024-01-01 17:00:00,2024-01-02 09:00:00
1056,WH_SUB,K1,2024-01-02 09:00:00,2024-01-05 08:00:00
1056,Delivery,Customer,2024-01-05 08:00:00,2024-01-09 01:00:00
1057,Receive,N/A,2024-01-06 08:00:00,2024-01-06 16:00:00
1057,WH_MAIN,WH_MAIN,2024-01-06 16:00:00,2024-01-06 23:00:00
1057,WH_SUB,K2,2024-01-06 23:00:00,2024-01-08 23:00:00
1057,Delivery,Customer,2024-01-08 23:00:00,2024-01-11 05:00:00
1058,Receive,N/A,2024-01-20 08:00:00,2024-01-20 18:00:00
1058,WH_MAIN,WH_MAIN,2024-01-20 18:00:00,2024-01-21 03:00:00
1058,WH_SUB,K3,2024-01-21 03:00:00,2024-01-22 03:00:00
1058,Delivery,Customer,2024-01-22 03:00:00,2024-01-26 00:00:00
1059,Receive,N/A,2024-01-23 08:00:00,2024-01-23 12:00:00
1059,WH_MAIN,WH_MAIN,2024-01-23 12:00:00,2024-01-24 05:00:00
1059,WH_SUB,K4,2024-01-24 05:00:00,2024-01-26 14:00:00
1059,Delivery,Customer,2024-01-26 14:00:00,2024-01-29 12:00:00
1060,Receive,N/A,2024-01-19 08:00:00,2024-01-19 15:00:00
1060,WH_MAIN,WH_MAIN,2024-01-19 15:00:00,2024-01-20 06:00:00
1060,WH_SUB,K1,2024-01-20 06:00:00,2024-01-22 03:00:00
1060,Delivery,Customer,2024-01-22 03:00:00,2024-01-25 00:00:00
1061,Receive,N/A,2024-01-08 08:00:00,2024-01-08 10:00:00
1061,WH_MAIN,WH_MAIN,2024-01-08 10:00:00,2024-01-08 21:00:00
1061,WH_SUB,K3,2024-01-08 21:00:00,2024-01-11 15:00:00
1061,Delivery,Customer,2024-01-11 15:00:00,2024-01-14 23:00:00
1062,Receive,N/A,2024-01-24 08:00:00,2024-01-24 17:00:00
1062,WH_MAIN,WH_MAIN,2024-01-24 17:00:00,2024-01-25 10:00:00
1062,WH_SUB,K4,2024-01-25 10:00:00,2024-01-28 05:00:00
1062,Delivery,Customer,2024-01-28 05:00:00,2024-01-30 08:00:00
1063,Receive,N/A,2024-01-09 08:00:00,2024-01-09 15:00:00
1063,WH_MAIN,WH_MAIN,2024-01-09 15:00:00,2024-01-10 00:00:00
1063,WH_SUB,K3,2024-01-10 00:00:00,2024-01-12 05:00:00
1063,Delivery,Customer,2024-01-12 05:00:00,2024-01-15 20:00:00
1064,Receive,N/A,2024-01-07 08:00:00,2024-01-07 13:00:00
1064,WH_MAIN,WH_MAIN,2024-01-07 13:00:00,2024-01-07 20:00:00
1064,WH_SUB,K2,2024-01-07 20:00:00,2024-01-10 13:00:00
1064,Delivery,Customer,2024-01-10 13:00:00,2024-01-13 05:00:00
1065,Receive,N/A,2024-01-27 08:00:00,2024-01-27 17:00:00
1065,WH_MAIN,WH_MAIN,2024-01-27 17:00:00,2024-01-28 10:00:00
1065,WH_SUB,K2,2024-01-28 10:00:00,2024-01-30 11:00:00
1065,Delivery,Customer,2024-01-30 11:00:00,2024-02-02 09:00:00
1066,Receive,N/A,2024-01-06 08:00:00,2024-01-06 18:00:00
1066,WH_MAIN,WH_MAIN,2024-01-06 18:00:00,2024-01-07 00:00:00
1066,WH_SUB,K2,2024-01-07 00:00:00,2024-01-08 00:00:00
1066,Delivery,Customer,2024-01-08 00:00:00,2024-01-11 07:00:00
1067,Receive,N/A,2024-01-12 08:00:00,2024-01-12 15:00:00
1067,WH_MAIN,WH_MAIN,2024-01-12 15:00:00,2024-01-13 04:00:00
1067,WH_SUB,K1,2024-01-13 04:00:00,2024-01-16 00:00:00
1067,Delivery,Customer,2024-01-16 00:00:00,2024-01-18 15:00:00
1068,Receive,N/A,2024-01-22 08:00:00,2024-01-22 16:00:00
1068,WH_MAIN,WH_MAIN,2024-01-22 16:00:00,2024-01-23 02:00:00
1068,WH_SUB,K3,2024-01-23 02:00:00,2024-01-24 23:00:00
1068,Delivery,Customer,2024-01-24 23:00:00,2024-01-27 01:00:00
1069,Receive,N/A,2024-01-04 08:00:00,2024-01-04 12:00:00
1069,WH_MAIN,WH_MAIN,2024-01-04 12:00:00,2024-01-05 02:00:00
1069,WH_SUB,K1,2024-01-05 02:00:00,2024-01-06 15:00:00
1069,Delivery,Customer,2024-01-06 15:00:00,2024-01-10 13:00:00
1070,Receive,N/A,2024-01-28 08:00:00,2024-01-28 10:00:00
1070,WH_MAIN,WH_MAIN,2024-01-28 10:00:00,2024-01-28 19:00:00
1070,WH_SUB,K1,2024-01-28 19:00:00,2024-01-29 23:00:00
1070,Delivery,Customer,2024-01-29 23:00:00,2024-02-02 00:00:00
1071,Receive,N/A,2024-01-03 08:00:00,2024-01-03 14:00:00
1071,WH_MAIN,WH_MAIN,2024-01-03 14:00:00,2024-01-03 20:00:00
1071,WH_SUB,K1,2024-01-03 20:00:00,2024-01-06 01:00:00
1071,Delivery,Customer,2024-01-06 01:00:00,2024-01-08 10:00:00
1072,Receive,N/A,2024-01-30 08:00:00,2024-01-30 15:00:00
1072,WH_MAIN,WH_MAIN,2024-01-30 15:00:00,2024-01-30 22:00:00
1072,WH_SUB,K4,2024-01-30 22:00:00,2024-02-02 04:00:00
1072,Delivery,Customer,2024-02-02 04:00:00,2024-02-04 22:00:00
1073,Receive,N/A,2024-01-08 08:00:00,2024-01-08 10:00:00
1073,WH_MAIN,WH_MAIN,2024-01-08 10:00:00,2024-01-09 04:00:00
1073,WH_SUB,K2,2024-01-09 04:00:00,2024-01-10 07:00:00
1073,Delivery,Customer,2024-01-10 07:00:00,2024-01-12 22:00:00
1074,Receive,N/A,2024-01-07 08:00:00,2024-01-07 16:00:00
1074,WH_MAIN,WH_MAIN,2024-01-07 16:00:00,2024-01-08 09:00:00
1074,WH_SUB,K4,2024-01-08 09:00:00,2024-01-10 16:00:00
1075,Receive,N/A,2024-01-01 08:00:00,2024-01-01 17:00:00
1075,WH_MAIN,WH_MAIN,2024-01-01 17:00:00,2024-01-02 01:00:00
1075,WH_SUB,K1,2024-01-02 01:00:00,2024-01-04 09:00:00
1075,Delivery,Customer,2024-01-04 09:00:00,2024-01-08 03:00:00
1076,Receive,N/A,2024-01-06 08:00:00,2024-01-06 14:00:00
1076,WH_MAIN,WH_MAIN,2024-01-06 14:00:00,2024-01-06 20:00:00
1076,WH_SUB,K3,2024-01-06 20:00:00,2024-01-09 04:00:00
1076,Delivery,Customer,2024-01-09 04:00:00,2024-01-12 22:00:00
1077,Receive,N/A,2024-01-27 08:00:00,2024-01-27 11:00:00
1077,WH_MAIN,WH_MAIN,2024-01-27 11:00:00,2024-01-27 18:00:00
1077,WH_SUB,K1,2024-01-27 18:00:00,2024-01-30 04:00:00
1077,Delivery,Customer,2024-01-30 04:00:00,2024-02-02 05:00:00
1078,Receive,N/A,2024-01-14 08:00:00,2024-01-14 17:00:00
1078,WH_MAIN,WH_MAIN,2024-01-14 17:00:00,2024-01-15 08:00:00
1078,WH_SUB,K2,2024-01-15 08:00:00,2024-01-17 09:00:00
1078,Delivery,Customer,2024-01-17 09:00:00,2024-01-21 01:00:00
1079,Receive,N/A,2024-01-30 08:00:00,2024-01-30 16:00:00
1079,WH_MAIN,WH_MAIN,2024-01-30 16:00:00,2024-01-31 02:00:00
1079,WH_SUB,K2,2024-01-31 02:00:00,2024-02-02 22:00:00
1080,Receive,N/A,2024-01-21 08:00:00,2024-01-21 17:00:00
1080,WH_MAIN,WH_MAIN,2024-01-21 17:00:00,2024-01-22 03:00:00
1080,WH_SUB,K2,2024-01-22 03:00:00,2024-01-24 14:00:00
1080,Delivery,Customer,2024-01-24 14:00:00,2024-01-26 22:00:00
1081,Receive,N/A,2024-01-17 08:00:00,2024-01-17 17:00:00
1081,WH_MAIN,WH_MAIN,2024-01-17 17:00:00,2024-01-17 23:00:00
1081,WH_SUB,K2,2024-01-17 23:00:00,2024-01-20 09:00:00
1081,Delivery,Customer,2024-01-20 09:00:00,2024-01-23 02:00:00
1082,Receive,N/A,2024-01-29 08:00:00,2024-01-29 10:00:00
1082,WH_MAIN,WH_MAIN,2024-01-29 10:00:00,2024-01-29 23:00:00
1082,WH_SUB,K3,2024-01-29 23:00:00,2024-01-31 21:00:00
1083,Receive,N/A,2024-01-22 08:00:00,2024-01-22 14:00:00
1083,WH_MAIN,WH_MAIN,2024-01-22 14:00:00,2024-01-23 02:00:00
1083,WH_SUB,K3,2024-01-23 02:00:00,2024-01-24 14:00:00
1083,Delivery,Customer,2024-01-24 14:00:00,2024-01-28 00:00:00
1084,Receive,N/A,2024-01-08 08:00:00,2024-01-08 18:00:00
1084,WH_MAIN,WH_MAIN,2024-01-08 18:00:00,2024-01-09 00:00:00
1084,WH_SUB,K1,2024-01-09 00:00:00,2024-01-10 19:00:00
1084,Delivery,Customer,2024-01-10 19:00:00,2024-01-13 16:00:00
1085,Receive,N/A,2024-02-17 08:00:00,2024-02-17 12:00:00
1085,WH_MAIN,WH_MAIN,2024-02-17 12:00:00,2024-02-18 05:00:00
1085,WH_SUB,K2,2024-02-18 05:00:00,2024-02-20 21:00:00
1085,Delivery,Customer,2024-02-20 21:00:00,2024-02-23 05:00:00
1086,Receive,N/A,2024-02-14 08:00:00,2024-02-14 16:00:00
1087,Receive,N/A,2024-02-07 08:00:00,2024-02-07 13:00:00
1087,WH_MAIN,WH_MAIN,2024-02-07 13:00:00,2024-02-07 23:00:00
1087,WH_SUB,K4,2024-02-07 23:00:00,2024-02-09 03:00:00
1087,Delivery,Customer,2024-02-09 03:00:00,2024-02-12 03:00:00
1088,Receive,N/A,2024-02-03 08:00:00,2024-02-03 13:00:00
1088,WH_MAIN,WH_MAIN,2024-02-03 13:00:00,2024-02-03 22:00:00
1088,WH_SUB,K3,2024-02-03 22:00:00,2024-02-05 20:00:00
1088,Delivery,Customer,2024-02-05 20:00:00,2024-02-09 10:00:00
1089,Receive,N/A,2024-02-11 08:00:00,2024-02-11 14:00:00
1089,WH_MAIN,WH_MAIN,2024-02-11 14:00:00,2024-02-12 02:00:00
1089,WH_SUB,K1,2024-02-12 02:00:00,2024-02-13 15:00:00
1089,Delivery,Customer,2024-02-13 15:00:00,2024-02-15 19:00:00
1090,Receive,N/A,2024-02-14 08:00:00,2024-02-14 12:00:00
1090,WH_MAIN,WH_MAIN,2024-02-14 12:00:00,2024-02-15 04:00:00
1090,WH_SUB,K2,2024-02-15 04:00:00,2024-02-16 14:00:00
1090,Delivery,Customer,2024-02-16 14:00:00,2024-02-19 01:00:00
1091,Receive,N/A,2024-02-17 08:00:00,2024-02-17 18:00:00
1091,WH_MAIN,WH_MAIN,2024-02-17 18:00:00,2024-02-18 11:00:00
1091,WH_SUB,K1,2024-02-18 11:00:00,2024-02-20 03:00:00
1091,Delivery,Customer,2024-02-20 03:00:00,2024-02-22 09:00:00
1092,Receive,N/A,2024-02-13 08:00:00,2024-02-13 17:00:00
