OrderID,OrderDate,CustomerID,Revenue,WarehouseRoute,Status,ReturnFlag,SLA_Result,FeedbackScore,ProductID,ChannelID
1142,2024-11-08,C042,358199,WH_MAIN,Returned,1,0,2,P017,CH02
1143,2024-05-20,C015,892302,K2,Completed,0,1,4,P008,CH04
1144,2024-02-06,C050,449401,K2,Completed,0,1,3,P003,CH02
1145,2024-04-13,C042,750193,K3,Returned,1,0,3,P003,CH01
1146,2024-10-13,C035,512141,K1,Completed,0,1,4,P001,CH04
1147,2024-09-26,C033,793612,WH_MAIN,Completed,0,1,3,P027,CH03
1148,2024-02-12,C014,682863,K3,Completed,0,1,3,P005,CH02
1149,2024-12-15,C014,702156,K3,Completed,0,1,5,P010,CH01
1150,2024-01-27,C047,706217,K1,Returned,1,1,2,P007,CH05
1151,2024-11-21,C011,405308,K2,Completed,0,0,4,P026,CH04
1152,2024-04-11,C012,790228,WH_MAIN,Completed,0,0,4,P009,CH02
1153,2024-09-03,C043,403919,K2,Completed,0,1,4,P028,CH02
1154,2024-09-14,C008,741921,K2,Returned,1,0,1,P007,CH03
1155,2024-06-24,C049,729289,K2,Completed,0,1,4,P009,CH03
1156,2024-10-12,C015,576402,WH_MAIN,Completed,0,1,5,P008,CH05
1157,2024-06-27,C050,579198,K2,Completed,0,1,3,P012,CH05
1158,2024-02-27,C050,379224,K2,Completed,0,1,3,P002,CH01
1159,2024-03-26,C013,415262,K4,Completed,0,1,5,P001,CH01
1160,2024-09-25,C021,520573,K2,Returned,1,0,3,P016,CH05
1161,2024-04-30,C016,622132,K2,Completed,0,1,5,P023,CH05
1162,2024-11-14,C024,404296,K2,Returned,1,1,1,P023,CH04
1163,2024-06-05,C030,465882,WH_MAIN,Completed,0,1,3,P030,CH03
1164,2024-05-08,C022,443291,K1,Completed,0,1,5,P024,CH01
1165,2024-01-30,C022,873657,WH_MAIN,Completed,0,1,3,P005,CH03
1166,2024-07-18,C029,839699,K3,Completed,0,1,5,P003,CH03
1167,2024-11-29,C042,580214,K3,Completed,0,1,5,P012,CH05
1168,2024-01-14,C043,351325,K3,Returned,1,0,1,P008,CH04
1169,2024-04-10,C010,853878,WH_MAIN,Completed,0,1,3,P022,CH02
1170,2024-07-12,C049,653350,WH_MAIN,Completed,0,1,4,P027,CH04
1171,2024-10-30,C014,494693,K3,Completed,0,1,4,P003,CH04
1172,2024-10-10,C041,726664,WH_MAIN,Completed,0,1,5,P001,CH03
1173,2024-10-30,C038,568473,K4,Returned,1,0,1,P003,CH04
1174,2024-11-23,C020,724215,K3,Completed,0,1,3,P005,CH01
1175,2024-09-01,C028,819045,K4,Completed,0,1,3,P015,CH03
1176,2024-06-27,C009,541725,WH_MAIN,Completed,0,1,3,P014,CH01
1177,2024-09-17,C041,285650,K3,Completed,0,1,5,P003,CH02
1178,2024-03-01,C035,272550,K3,Completed,0,1,4,P001,CH03
1179,2024-09-12,C018,894138,K3,Completed,0,1,4,P005,CH02
1180,2024-05-12,C026,610341,K1,Completed,0,1,5,P026,CH03
1181,2024-07-25,C020,623418,K3,Completed,0,1,4,P023,CH05
1182,2024-07-14,C022,547548,K1,Completed,0,1,5,P014,CH04
1183,2024-09-14,C002,333773,K2,Completed,0,1,4,P007,CH05
1184,2024-05-23,C027,531786,K1,Completed,0,1,4,P027,CH02
1185,2024-06-06,C023,812970,WH_MAIN,Completed,0,1,4,P009,CH04
1186,2024-09-19,C034,501148,K4,Completed,0,1,5,P015,CH03
1187,2024-12-18,C003,393392,K2,Completed,0,1,3,P015,CH04
1188,2024-04-07,C036,796274,K1,Completed,0,1,3,P026,CH01
1189,2024-06-23,C049,821719,K2,Completed,0,1,5,P010,CH04
1190,2024-10-15,C034,663999,K1,Completed,0,1,3,P028,CH01
1191,2024-06-30,C019,739585,K1,Completed,0,1,4,P013,CH04
1192,2024-02-04,C021,606647,WH_MAIN,Completed,0,0,5,P019,CH01
1193,2024-10-16,C014,715871,K2,Completed,0,1,4,P007,CH02
1194,2024-10-12,C008,599799,WH_MAIN,Completed,0,1,4,P017,CH05
1195,2024-06-30,C007,770690,K1,Returned,1,0,1,P020,CH03
1196,2024-02-09,C038,621397,K4,Completed,0,1,3,P029,CH04
1197,2024-04-07,C030,700208,K4,Returned,1,0,1,P004,CH05
1198,2024-09-22,C016,253451,K1,Returned,1,1,3,P030,CH03
1199,2024-04-25,C017,458472,WH_MAIN,Completed,0,0,3,P005,CH03
1200,2024-06-17,C002,456576,K4,Completed,0,1,4,P023,CH01
1201,2024-08-24,C045,298960,K1,Completed,0,1,3,P007,CH02
1202,2024-09-07,C028,378768,K1,Completed,0,1,3,P013,CH02
1203,2024-12-15,C017,650036,K4,Completed,0,1,4,P015,CH05
1204,2024-11-16,C033,263401,K1,Returned,1,1,1,P011,CH02
1205,2024-06-12,C029,474991,WH_MAIN,Completed,0,1,4,P029,CH04
1206,2024-10-22,C036,681542,WH_MAIN,Completed,0,1,5,P004,CH02
1207,2024-03-24,C049,531224,K1,Returned,1,0,3,P013,CH05
1208,2024-04-19,C043,493371,K1,Completed,0,1,5,P007,CH02
1209,2024-08-03,C030,438899,WH_MAIN,Completed,0,1,4,P027,CH04
1210,2024-03-02,C032,614980,WH_MAIN,Completed,0,1,3,P019,CH01
1211,2024-02-11,C025,743609,K1,Returned,1,0,1,P022,CH05
1212,2024-09-26,C028,725689,K1,Completed,0,1,5,P028,CH01
1213,2024-12-03,C022,801720,K2,Completed,0,1,5,P002,CH01
1214,2024-06-05,C022,589752,K2,Completed,0,1,3,P010,CH01
1215,2024-11-17,C045,825226,WH_MAIN,Completed,0,1,4,P013,CH03
1216,2024-08-29,C036,812786,K1,Completed,0,1,4,P030,CH03
1217,2024-11-03,C027,631772,K4,Completed,0,1,5,P025,CH01
1218,2024-03-07,C040,818125,K1,Completed,0,1,5,P021,CH05
1219,2024-11-20,C039,583934,K1,Completed,0,1,4,P006,CH04
1220,2024-05-14,C032,820486,K4,Completed,0,1,3,P028,CH04
1221,2024-11-18,C041,530371,K1,Completed,0,1,5,P028,CH02
1222,2024-12-07,C033,580301,K2,Completed,0,1,3,P012,CH05
1223,2024-05-17,C041,311159,K1,Completed,0,1,3,P012,CH03
1224,2024-09-18,C003,265968,K3,Completed,0,1,3,P020,CH01
1225,2024-07-28,C016,420691,K2,Completed,0,0,4,P030,CH02
1226,2024-08-01,C031,802795,WH_MAIN,Completed,0,1,5,P030,CH04
1227,2024-07-31,C036,501359,K2,Completed,0,1,4,P011,CH03
1228,2024-10-27,C006,684281,K3,Completed,0,1,4,P026,CH03
1229,2024-09-12,C044,368458,K1,Completed,0,1,4,P023,CH01
1230,2024-05-28,C027,404409,WH_MAIN,Completed,0,1,4,P028,CH04
1231,2024-01-08,C024,415303,WH_MAIN,Returned,1,1,2,P025,CH05
1232,2024-12-31,C048,311296,K1,Completed,0,1,3,P007,CH03
1233,2024-07-01,C015,728199,K2,Completed,0,1,3,P030,CH01
1234,2024-10-14,C048,506087,K2,Completed,0,0,5,P001,CH05
1235,2024-02-10,C020,808158,K2,Completed,0,1,5,P001,CH04
1236,2024-05-13,C019,555542,K1,Completed,0,0,5,P025,CH03
1237,2024-05-22,C027,318479,K2,Completed,0,1,4,P027,CH05
1238,2024-08-15,C012,684958,K4,Completed,0,1,5,P030,CH05
1239,2024-05-10,C042,818507,K2,Completed,0,1,4,P025,CH05
1240,2024-02-16,C014,610247,K4,Completed,0,1,4,P020,CH03
1241,2024-11-12,C041,657687,WH_MAIN,Completed,0,0,5,P013,CH03
1242,2024-08-18,C030,892530,WH_MAIN,Completed,0,1,4,P009,CH02
1243,2024-12-03,C024,783075,K3,Completed,0,1,4,P003,CH04
1244,2024-04-06,C019,482344,WH_MAIN,Completed,0,1,3,P007,CH01
1245,2024-05-12,C023,760027,K3,Returned,1,1,3,P006,CH05
1246,2024-09-05,C043,390330,K1,Completed,0,1,5,P008,CH02
1247,2024-01-21,C044,890681,K3,Returned,1,0,2,P027,CH01
1248,2024-05-17,C026,629435,K4,Completed,0,1,5,P009,CH02
1249,2024-08-26,C047,871894,K4,Completed,0,1,3,P030,CH03
1250,2024-05-06,C017,332049,K1,Returned,1,0,2,P005,CH05
1251,2024-11-14,C031,289511,K3,Completed,0,0,3,P001,CH01
1252,2024-12-05,C004,499203,K2,Completed,0,1,5,P019,CH01
1253,2024-05-24,C038,582437,WH_MAIN,Completed,0,1,5,P010,CH01
1254,2024-07-01,C045,309960,K2,Completed,0,1,4,P012,CH01
1255,2024-06-07,C047,321147,K2,Completed,0,1,4,P024,CH01
1256,2024-03-20,C050,490985,K2,Completed,0,1,4,P015,CH02
1257,2024-09-10,C006,633094,K3,Completed,0,1,3,P027,CH05
1258,2024-07-06,C048,420432,K2,Completed,0,1,5,P022,CH03
1259,2024-09-30,C034,658100,K4,Completed,0,1,3,P024,CH03
1260,2024-05-08,C023,342833,WH_MAIN,Completed,0,1,5,P009,CH03
1261,2024-05-30,C040,628897,K1,Completed,0,1,5,P020,CH03
1262,2024-12-12,C036,635507,K1,Completed,0,1,4,P017,CH02
1263,2024-10-26,C036,353975,K3,Completed,0,1,4,P030,CH04
1264,2024-07-29,C032,565662,K1,Completed,0,1,4,P017,CH05
1265,2024-05-14,C021,811680,WH_MAIN,Completed,0,1,3,P026,CH01
1266,2024-05-07,C041,822120,K3,Returned,1,0,3,P020,CH04
1267,2024-06-10,C035,745542,K3,Completed,0,1,3,P012,CH03
1268,2024-10-15,C006,717155,K1,Completed,0,1,5,P030,CH04
1269,2024-07-13,C001,652186,K2,Returned,1,0,2,P007,CH05
1270,2024-06-10,C027,746320,K3,Completed,0,0,3,P002,CH01
1271,2024-03-13,C040,670861,WH_MAIN,Completed,0,1,4,P003,CH01
1272,2024-08-13,C033,604159,K3,Completed,0,1,5,P017,CH05
1273,2024-10-30,C024,265488,K3,Completed,0,1,3,P005,CH05
1274,2024-09-12,C033,839246,WH_MAIN,Completed,0,1,5,P017,CH03
1275,2024-06-13,C025,630063,K4,Completed,0,1,3,P024,CH01
1276,2024-07-19,C028,599326,WH_MAIN,Completed,0,1,4,P017,CH04
1277,2024-09-09,C018,757912,K4,Completed,0,1,3,P027,CH02
1278,2024-05-21,C050,536268,K3,Completed,0,1,4,P017,CH02
1279,2024-12-19,C018,884962,K2,Completed,0,1,5,P002,CH05
1280,2024-12-15,C001,449167,K2,Completed,0,1,5,P002,CH03
1281,2024-09-22,C018,427933,K1,Completed,0,1,3,P028,CH02
1282,2024-06-16,C002,453929,K1,Completed,0,1,3,P022,CH01
1283,2024-12-21,C012,884700,K2,Completed,0,1,4,P023,CH05
1284,2024-06-12,C025,459181,K2,Completed,0,1,3,P005,CH04
1285,2024-07-30,C028,622885,K4,Returned,1,0,2,P001,CH05
1286,2024-10-25,C017,458431,K2,Completed,0,1,4,P001,CH04
1287,2024-05-31,C034,333695,WH_MAIN,Completed,0,1,5,P019,CH05
1288,2024-10-25,C023,702484,K1,Completed,0,1,4,P030,CH05
1289,2024-10-25,C009,746757,K3,Completed,0,1,4,P002,CH05
1290,2024-11-05,C039,677733,WH_MAIN,Completed,0,1,4,P021,CH04
1291,2024-11-10,C014,720563,K3,Completed,0,1,4,P012,CH04
1292,2024-11-01,C049,783316,K2,Completed,0,1,3,P026,CH05
1293,2024-12-19,C004,373317,K2,Completed,0,1,3,P006,CH02
1294,2024-09-28,C046,628652,WH_MAIN,Returned,1,0,1,P023,CH03
1295,2024-05-02,C040,791332,WH_MAIN,Completed,0,0,3,P004,CH03
1296,2024-08-01,C006,273128,K1,Completed,0,1,4,P023,CH03
1297,2024-08-20,C012,290772,K3,Completed,0,1,4,P011,CH04
1298,2024-07-19,C024,712329,K4,Returned,1,0,2,P024,CH04
1299,2024-08-15,C015,864151,WH_MAIN,Completed,0,1,5,P027,CH02
1300,2024-04-03,C011,305838,K1,Returned,1,0,2,P017,CH03
1301,2024-07-04,C020,809230,WH_MAIN,Completed,0,1,4,P006,CH03
1302,2024-05-08,C026,695482,WH_MAIN,Completed,0,1,5,P024,CH05
1303,2024-06-23,C029,525731,K4,Completed,0,1,3,P005,CH04
1304,2024-04-30,C047,383869,K1,Completed,0,1,5,P020,CH03
1305,2024-06-29,C021,319004,WH_MAIN,Completed,0,1,3,P002,CH02
1306,2024-09-14,C005,457674,WH_MAIN,Returned,1,0,3,P006,CH02
1307,2024-05-20,C035,592780,K1,Completed,0,1,4,P022,CH03
1308,2024-06-14,C039,814957,K4,Completed,0,0,3,P011,CH04
1309,2024-04-07,C031,824675,K3,Returned,1,1,3,P016,CH02
1310,2024-09-16,C045,829436,K3,Completed,0,1,5,P016,CH05
1311,2024-09-05,C044,665510,K2,Completed,0,1,4,P001,CH02
1312,2024-05-16,C030,753590,WH_MAIN,Completed,0,1,5,P009,CH01
1313,2024-06-06,C049,359958,K3,Completed,0,1,5,P028,CH01
1314,2024-05-15,C014,374449,K2,Completed,0,1,3,P027,CH04
1315,2024-04-16,C039,540017,K3,Completed,0,1,5,P006,CH03
1316,2024-07-20,C006,670340,K4,Completed,0,1,3,P016,CH04
1317,2024-03-28,C044,463095,WH_MAIN,Completed,0,1,3,P029,CH04
1318,2024-01-14,C026,371020,K3,Returned,1,0,3,P003,CH04
1319,2024-05-02,C014,273162,K1,Completed,0,1,3,P020,CH04
1320,2024-12-15,C016,307200,K1,Returned,1,0,3,P028,CH05
1321,2024-06-11,C028,311038,K2,Completed,0,1,5,P027,CH05
1322,2024-08-02,C047,668020,K3,Returned,1,1,3,P004,CH02
1323,2024-02-09,C040,471816,WH_MAIN,Returned,1,1,2,P019,CH01
1324,2024-02-03,C044,428707,K4,Completed,0,1,5,P026,CH04
1325,2024-10-25,C049,525258,K2,Completed,0,1,5,P003,CH02
1326,2024-06-06,C039,554518,K2,Completed,0,1,3,P019,CH01
1327,2024-08-09,C004,521509,K1,Completed,0,1,4,P020,CH03
1328,2024-07-07,C028,497811,K1,Completed,0,1,3,P007,CH05
1329,2024-03-21,C049,455262,WH_MAIN,Completed,0,1,3,P020,CH01
1330,2024-10-10,C007,751337,K4,Completed,0,1,3,P009,CH03
1331,2024-10-11,C028,362645,K4,Returned,1,0,3,P001,CH01
1332,2024-09-10,C033,387748,K2,Completed,0,1,3,P008,CH05
1333,2024-08-07,C032,514095,K2,Returned,1,0,3,P007,CH05
1334,2024-03-05,C024,868315,K1,Returned,1,0,3,P018,CH02
1335,2024-09-27,C006,374293,K2,Completed,0,1,5,P008,CH04
1336,2024-12-28,C017,517078,K1,Completed,0,1,4,P001,CH01
1337,2024-12-18,C025,739240,WH_MAIN,Completed,0,1,4,P011,CH01
1338,2024-09-05,C027,475980,WH_MAIN,Completed,0,1,4,P028,CH03
1339,2024-03-27,C039,409600,WH_MAIN,Returned,1,0,3,P025,CH05
1340,2024-09-27,C021,737787,K1,Completed,0,1,3,P025,CH01
1341,2024-08-07,C030,622138,K1,Completed,0,1,4,P018,CH05
1342,2024-07-03,C016,758098,K3,Completed,0,1,5,P023,CH01
1343,2024-09-29,C045,293520,K1,Completed,0,1,3,P030,CH02
1344,2024-07-26,C013,394482,K1,Completed,0,1,4,P010,CH04
1345,2024-09-15,C006,548527,K4,Completed,0,1,5,P003,CH01
1346,2024-11-23,C050,719102,WH_MAIN,Completed,0,1,5,P007,CH05
1347,2024-07-07,C008,445849,K1,Completed,0,1,4,P028,CH02
1348,2024-02-16,C002,799427,K2,Completed,0,1,3,P016,CH01
1349,2024-09-07,C031,309993,K1,Completed,0,1,5,P026,CH03
1350,2024-04-06,C050,847689,K1,Completed,0,1,3,P016,CH04
1351,2024-06-23,C043,662305,K1,Completed,0,1,3,P025,CH01
1352,2024-08-31,C029,341000,WH_MAIN,Completed,0,1,5,P020,CH02
1353,2024-10-17,C027,748883,K1,Completed,0,1,5,P028,CH03
1354,2024-04-27,C012,817209,K2,Completed,0,1,3,P017,CH02
1355,2024-05-10,C019,528151,K2,Completed,0,0,3,P002,CH02
1356,2024-03-28,C028,291577,K2,Completed,0,1,5,P001,CH03
1357,2024-12-31,C006,843143,WH_MAIN,Completed,0,0,5,P016,CH02
1358,2024-06-24,C047,836480,K2,Completed,0,1,5,P030,CH03
1359,2024-06-22,C041,874506,K3,Completed,0,1,3,P012,CH01
1360,2024-10-11,C001,527293,K3,Completed,0,1,4,P005,CH03
1361,2024-07-19,C023,474535,WH_MAIN,Completed,0,1,5,P005,CH03
1362,2024-04-19,C016,701218,K4,Completed,0,0,4,P027,CH04
1363,2024-06-30,C004,898683,WH_MAIN,Completed,0,1,3,P023,CH03
1364,2024-11-08,C043,429703,K4,Completed,0,1,3,P009,CH03
1365,2024-08-14,C032,870160,K2,Completed,0,1,4,P009,CH01
1366,2024-01-13,C024,812110,K3,Completed,0,1,5,P003,CH04
1367,2024-11-14,C034,757162,K3,Completed,0,1,5,P019,CH05
1368,2024-06-25,C002,597066,K2,Completed,0,1,5,P016,CH01
1369,2024-10-22,C024,710801,WH_MAIN,Completed,0,1,5,P016,CH01
1370,2024-04-23,C029,443979,K2,Completed,0,1,4,P003,CH05
1371,2024-04-08,C035,501753,WH_MAIN,Completed,0,1,3,P020,CH03
1372,2024-05-23,C012,731172,K4,Completed,0,1,5,P024,CH02
1373,2024-04-14,C029,461008,K4,Completed,0,1,4,P022,CH04
1374,2024-08-19,C033,609614,K1,Completed,0,1,3,P024,CH02
